Machine,Timestamp,Part_Number,Revision,Date_YYMMDD,Time_HHMMSS,Parts_Counter,Last_Part_Time_Seconds
st40,2026-03-14 18:45:41,265-4183,"X2
DPRNTEnd of Cycle",,,,
st40,2026-03-14 18:48:51,265-4183,"X2
DPRNTEnd of Cycle",,,,
st40,2026-03-14 18:49:29,265-4183,"X2
DPRNTEnd of Cycle",,,,
st40,2026-03-14 18:50:03,265-4183,"X2
END OF CYCLE",,,,
