Machine,Timestamp,Part_Number,Revision,Date_YYMMDD,Time_HHMMSS,Parts_Counter,Last_Part_Time_Seconds
st40,2026-03-14 18:34:38,,,,,,
st40,2026-03-14 18:46:28,,,,,,
st40,2026-03-14 18:47:18,,,,,,
